Company Name,Country,Location & Zone,Description
R.P. Products Pharma Equipments Pvt Ltd,IN,"Visit us at stand 11.C11 , subevent P-MEC India 2025","Started in 1986 by the Proprietor R.G. Patwardhan, R.P. Products has come a long way from manufacturing pharma accessories such as Soops, Drain Traps and Furniture to custom made, Process and Material Handling Equipment."
Pacific Tools Pvt. Ltd.,IN,"Visit us at stand 10.A25 , subevent P-MEC India 2025",PACIFIC TOOLS PVT. LTD. IS THE LARGEST TABLET TOOLING MANUFACTURER IN ASIA AND SUPPLYING TOOLING TO MORE THAN 25 COUNTRIES. APART FROM TABLET TOOLING PACIFIC TOOLS IS THE ONLY MANUFACTURER IN THE WORLD WHO CAN SUPPLY LASER TOOL INSPECTION MACHINE WH...
MSC Chemicals,IN,"Visit us at stand 2.A19 , subevent CPHI India 2025",
Ambe Phytoextracts Pvt Ltd,IN,"Visit us at stand 3.F26 , subevent CPHI India 2025","Ambe is a pioneer in manufacturing clinically tested branded ingredients, standardised botanical extracts, cosmeceuticals and APIs. For over 15 years, we have been a trusted partner for leading healthcare companies/brands. Providing with the purest ..."
Prasol Chemicals Pvt Ltd,IN,"Visit us at stand 7.N08 , subevent CPHI India 2025",
AMN Life Science pvt ltd,IN,"Visit us at stand 5.H02 , subevent CPHI India 2025","AMN LIFE headquartered in Mumbai at The Capital, BKC since 2003 engaged in activities of pharmaceuticals product development, manufacturing and marketing.We are vertically integrated by having its own 2 manufacturing units of finished dosage forms t..."
Universal Starch-Chem Allied Ltd,IN,"Visit us at stand 8.Q40 , subevent CPHI India 2025","One of the pioneers in corn wet milling in India to produce the best of Corn Starch & derivatives. We are manufactures and Exporters of Corn Starch Powder, Food & Pharmaceutical ( IP / BP / USP & EP ), Paper Grade, Sweetener & Modified Starch's as w..."
Essenzaa Nutrition,IN,"Visit us at stand RH.M11 , subevent CPHI India 2025",
Genetix Biotech Asia Pvt. Ltd.,IN,"Visit us at stand 15A.B89 , subevent P-MEC India 2025","Genetix is on the leading-edge of the Life-Science spectrum in India since we started our journey three decades ago. We sincerely serve the Life-Science Research, Academia, and Industries, not only giving options for high-quality products but render..."
AOS Products Pvt. Ltd.,IN,"Visit us at stand 3.F17 , subevent CPHI India 2025","AOS Products Private Limited is professionally managed group of technocrat's and professionals. We AOS Products are known as prominent Manufacturer & Exporter in India in the Span of Just 10 Years. AOS Products Pvt. Ltd. is originated in 2009, with ..."
Al-Can Exports (P) Ltd.,IN,"Visit us at stand 2.A21 , subevent CPHI India 2025",We manufacture 1.5 million Aluminium bottles monthly which are exported to 37 countries and catering to 800 plus clients. Trust our quality and services will be upto your satisfaction. All our bottles and manufacturing processes are as per guidelin...
Symbio Generrics (I) Pvt Ltd,IN,"Visit us at stand 2.C28 , subevent CPHI India 2025","Symbio Generics India Private Limited, a specialized Active Pharmaceutical Ingredient (API) & intermediates manufacturing and marketing organization. We have state of the art facilities for R&D and manufacturing. The company's R&D Centre is in Jigan..."
Aditya Chemicals,IN,"Visit us at stand 2.B38 , subevent CPHI India 2025","· About Us Aditya Chemicals is a company active since 25 years in Manufacturing & Export of API's ,Bulk Drugs , Excipients,Neutraceuticals, Mineral & Dietary Supplement, Excipients, Preservatives, Food & Feed, Dairy Products, Fish & Meat Industries..."
Vivek Polyplast India Pvt Ltd,IN,"Visit us at stand RH.D65 , subevent P-MEC India 2025",
Prakruti Products Pvt Ltd,IN,"Visit us at stand 1A.K07 , subevent CPHI India 2025",
Patel Chem Specialities P Ltd,IN,"Visit us at stand 8.R32 , subevent CPHI India 2025","Patel Chem Specialities Limited (PCSL) established in year 2008, strategically located in heart of Industrial Chemical Zone in Ahmedabad, India. PCSL is India based Indian FDA approved, GMP & ISO 9001:2015 certified manufacturer of Cellulose and Sta..."
Mascot Health Series Pvt. Ltd,IN,"Visit us at stand 3.D01 , subevent CPHI India 2025",Mascot Group as a conglomerate has been in Pharmaceutical business for over a decade. Mascot Health Series (MHS) Pvt. Ltd. is one of the top emerging pharmaceutical companies in India and professionally as well as ethically managed to serve the high...
Vellinton Healthcare,IN,"Visit us at stand RH.K02 , subevent CPHI India 2025","We at M/s VELLINTON HEALTHCARE is a Leading Manufacturer & Exporter of Pharmaceutical Products from INDIA, strategically spread 3 state of art manufacturing facilities. We are specialized in the manufacturing of Small Volume Parenterals (Dry) Beta L..."
Synzeal Research Pvt Ltd,IN,"Visit us at stand RH.F38 , subevent CPHI India 2025","SynZeal research, an ISO 9001 : 2015 & ISO 17025 Accreditation certified company, started in 2011 focuses on developing high quality pharmaceutical reference standards, stable isotope labelled products, metabolites and complex research products. Syn..."
Biodeal Pharmaceuticals Ltd.,IN,"Visit us at stand 5.H22 , subevent CPHI India 2025","About Company WHO WE ARE? At Biodeal Pharmaceuticals Limited, we don't just manufacture medicines — we craft innovation. Since our inception in 2005. From our state-of-the-art, WHO-GMP & PIC/S-certified facility in the serene hills of Himachal Prade..."
Teena Biolabs Pvt Ltd,IN,"Visit us at stand 2.F32 , subevent CPHI India 2025","Teena Labs Ltd ., a research-based fully integrated leading manufacturer of Active Pharmaceutical Ingredients (API) in the specialty of Lyophilized & Crystalline Bulk Sterile Products . M/s Teena Lab Ltd has a world-class auditable API facility tha..."
SNJ Labs Pvt Ltd,IN,"Visit us at stand 4.K30 , subevent CPHI India 2025","SNJ Labs Pvt. Ltd. is the India's leading WHO-GMP certified, auditable manufacturer of various bulk drugs with DMF and all kind of document support for registration and gives the equivalent quality to Innovator's. SNJ Labs having a state of art regu..."
Nira Life Sciences Pvt Ltd,IN,"Visit us at stand RH.K20 , subevent CPHI India 2025","Nira Life Sciences PVT LTD * World's Largest Producer of Mefenamic Acid Founded in 2012 in GIDC Bamanbore, Gujarat, India, Nira Life Sciences is a prominent pharmaceutical company specializing in the production of high-quality Active Pharmaceutical Ingredients (APIs). Our advanced manufacturing facility adheres ..."
Mody Chemi Pharma Ltd,IN,"Visit us at stand RH.G44 , subevent CPHI India 2025","Mody Chemi Pharm Ltd is a young, dynamic SO 9001:2015 / 18001: 2004/45001:2008 Certified Company having Crisil rating SME-1 is counted among the Premier & Leading Manufacturer & Exporter of Bromine & Lithium compound Catalyst etc. with a turnover of USD 21 Million and Production Capacity of 6500 MT per annum. Sinc..."
Kimia Biosciences Limited,IN,"Visit us at stand 4.J06 , subevent CPHI India 2025",Kimia Biosciences Ltd. is engaged in manufacturing of bulk drugs addressing various high potential therapeutic segments and has envisaged high growth plans through infrastructure creation and CMS. Kimia has earmarked significant investment to become one of the major players in the Indian and Global mark...
Jigs Chemical Ltd,IN,"Visit us at stand 1A.M01 , subevent CPHI India 2025","JIGS CHEMICAL LIMITED is a multidimensional niche player since more than two decades providing New Molecules API, Intermediates & various other products chemicals, fine chemicals of pharmaceutical industry & for R N D at competitive prices. Our stre..."
Globela Pharma Pvt Ltd,IN,"Visit us at stand 5.K16 , subevent CPHI India 2025","Globela Group , a research based fully integrated leading manufacturer of API , Fine chemical & Advance intermediate ,Finished Pharmaceuticals, DC Granules & Pellets. Under the Group we have three companies. GLOBELA OFFER: -- SPECIALITY CHEMICALS -..."
Allchem Lifescience Ltd,IN,"Visit us at stand 1A.N07 , subevent CPHI India 2025",
YMC India Pvt. Ltd.,IN,"Visit us at stand 15.D27 , subevent P-MEC India 2025",
Panacea Biotech Pharma Ltd,IN,"Visit us at stand 1A.D02 , subevent CPHI India 2025","Panacea Biotec, an innovative biotech firm, excels in R&D, Manufacturing, and Marketing in Pharmaceuticals, Vaccines and Nutrition for adults and kids. Focused on complex generics and advanced drug delivery, we aim for better health outcomes. Our cG..."
SENSUM d.o.o,SI,"Visit us at stand 12.A33 , subevent P-MEC India 2025","Sensum specialises in the development and production of automatic visual inspection systems for the pharmaceutical and nutraceutical industry. Through its consistent innovation many leading multinational pharmaceutical companies (Pfizer, Novartis, R..."
Clearpack Automation Pvt. Ltd.,IN,"Visit us at stand 14.B10 , subevent P-MEC India 2025","Founded in1991 at Singapore, Clearpack group provides Best-in-Class Packaging machines for Primary, Secondary and End of line packaging needs at optimal costs. We have a presence across South East Asia, India, China, Middle East and Europe. With our..."
Spookfish Innovations Pvt Ltd.,IN,"Visit us at stand 9.C04 , subevent P-MEC India 2025",Spookfish Innovations strives to offer a fresh approach to solving manufacturing challenges to dramatically benefit quality inspection of products. This is achieved by applying the latest industrial computer vision and machine learning techniques to...
Shiva Analyticals India Pvt Ltd,IN,"Visit us at stand RH.F72 , subevent P-MEC India 2025","Shiva Analyticals ( India) Private Limited is one of the foremost analytical testing labs in India, providing solutions across diverse industries; Pharmaceuticals, Food & Beverages, Minerals & Ores, Fuels & Oil, Industrial Hygiene and Material testi..."
Saksham Technologies Pvt. Ltd.,IN,"Visit us at stand RH.D67 , subevent P-MEC India 2025","Founded in the year 1992 with an objective to provide quality equipments, today Saksham Technologies has grown to become a preferred partner of world class equipments with more than 10,000 installations in India."
Sterinox Systems,IN,"Visit us at stand 11.C29 , subevent P-MEC India 2025","Sterinox Systems is an innovative & quality-driven global manufacturer renowned for its contribution to the Pharmaceutical, Biotech, Cosmetics and allied industries, especially in “ Water Systems ” & “ Process Vessels ”. We are adding immense value..."
Swan Biotech Pvt. Ltd.,IN,"Visit us at stand 15.B25 , subevent P-MEC India 2025","The company SWAN was established in 1987 with a mandate to deliver and maintain the State of Art Analytical instruments for measuring and monitoring activities that cause Soil, Water, Air & Noise (Environmental) Pollution. During the course of time ..."
Mecwell Pharma Machinery Pvt. Ltd.,IN,"Visit us at stand 10.B01 , subevent P-MEC India 2025",
Unicorn Petroleum Industries Pvt Ltd,IN,"Visit us at stand 8.Q37 , subevent CPHI India 2025","· Since its incorporation in the Year 1964, Unicorn Petroleum Industries Private Limited has come a long way, in its quest for customer centric quality products and excellence in services without compromising on its values, ethics & beliefs. · Start..."
Finecure Pharmaceuticals Ltd.,IN,"Visit us at stand 5.J18 , subevent CPHI India 2025","Finecure Pharmaceuticals Limited, is a pharmaceutical, nutraceuticals and OTC drugs manufacturer of Finished Formulation in dosage forms of tablets, capsules, dry syrups, powders and sachets. The facility is USFDA and EU-GMP certified along with GMP..."
Beta Drugs Ltd,IN,"Visit us at stand 5.J02 , subevent CPHI India 2025",
SPC Lifesciences Ltd,IN,"Visit us at stand RH.L06 , subevent CPHI India 2025",SPC Lifesciences is a truly innovative and fully integrated pharmaceuticals company creating global solutions. We are the leading manufacturer & exporter of a broad range of pharmaceuticals active ingredients which are extensively used in various fi...
Hemochrom Ultrapure,IN,"Visit us at stand 14.D55 , subevent P-MEC India 2025",Hemochrom is dedicated to the field of separation chemistry and boasts of a team having vast experience & expertise in Chromatography. Hemochrom manufacturers HPLC columns & provides solutions for separation chemistry to Pharma / Biotechnology & Res...
Shree Naina Packwell,IN,"Visit us at stand 14.C10 , subevent P-MEC India 2025",Shree Naina Glass Inc. (SNG) is a part of Shree Naina Group. · Established in 1992. · Manufactures of Tubular Glass Ampoules (ranging from 1mL - 30mL and Tubular Glass Vials (ranging from 1mL -100mL) with integrated inspection System Lines and Robo...
Leistung Engineering Pvt. Ltd.,IN,"Visit us at stand 12.C33 , subevent P-MEC India 2025","Leistung is a forward looking company, set up in 1993. We are exporting in countries like USA, UK, Australia, Sri Lanka, Korea, South Africa, UAE, China, Canada etc. Leistung reaches various segments like food, pharma, beverages, cosmetics, bioscien..."
N. K. Industries,IN,"Visit us at stand 12.B44 , subevent P-MEC India 2025","N. K. Industries enjoys manufacturing excellence in the field of industrial machinery for pharmaceuticals, chemicals, cosmetics, pesticides, food & beverages and packaging industries.N.K Industries has become a pioneer and trustworthy name since abo..."
Rehoboth Enviro Systems Pvt. Ltd.,IN,"Visit us at stand 12.D08 , subevent P-MEC India 2025","We are acknowledged as one of the most reliable manufacturers, suppliers and exporters of the industry. The products range offered by us comprises Desiccant Dehumidifier, Industrial Desiccant Dehumidifier, Desiccant Rotor, Desiccant Dehumidifier Whe..."
RGS Vacuum Solutions Pvt. Ltd.,IN,"Visit us at stand 12.F20 , subevent P-MEC India 2025","RGS is a company specialized in the manufacture of Industrial Vacuum Cleaners, Centralized Vacuum Systems and Pneumatic Conveyors for dust and granules. With twenty years of experience in the area of automated industrial cleaning and the top compete..."
Sterimax India Pvt. Ltd.,IN,"Visit us at stand 15A.A03 , subevent P-MEC India 2025","Sterimax Engineering Pvt. Ltd. is founded in 2007 and a leading manufacture of Molds for Blow Fill Seal / Form Fill Seal (BFS / FFS), Critical and precise components and complete machines like Blow Fill Seal, Form Fill Seal & Euro cap sealing machin..."
Surya Life Sciences Ltd,IN,"Visit us at stand 1.B23 , subevent CPHI India 2025","SURYA LIFE SCIENCES LTD is an innovative company dedicated to developing and manufacturing pharmaceutical chemicals serving pharmaceutical companies worldwide. 4 manufacturing facilities WHO GMP approved, ISO 9001:2015 certified and meets statutory ..."
Global Pharma,IN,"Visit us at stand 1.A24 , subevent CPHI India 2025","We are most preferred channel partners for several API mfger in India. We offer high quality products at Competitive Prices with assured delivery schedule, Robust Packaging and flexible Commercial Terms for past 2 decades. In 2020, company has stret..."
Pure Chem Pvt Ltd,IN,"Visit us at stand RH.O15 , subevent CPHI India 2025","PURE CHEM is WHO-GMP, GLP certified and An ISO 9001:2015 and ISO 14001:2015 accredited, Active Pharmaceutical Ingredients (APIs) and API Intermediate manufacturing Unit,based in Ankleshwar (the pharma hub of India) since 1995. Pure Chem is lead by y..."
Aastha Cleanroom Systems Private Limited,IN,"Visit us at stand 15.C59 , subevent P-MEC India 2025","Aastha Cleanrooms is a leading turnkey project solutions provider specializing in the design, manufacturing, and installation of world-class modular cleanroom systems. we deliver high-quality, customized solutions to diverse industries including Pha..."
FABLAB Engineering India Pvt. Ltd.,IN,"Visit us at stand 11.C07 , subevent P-MEC India 2025","Fablab Engineering India Pvt. Ltd. is a turnkey solution based manufacturing firm established in 2012 with an idea to supply various products for Pharmaceuticals, Hospitals & Commercial sectors. We have exceptional expertise in executing Engineering..."
S.G. Pharmatec,IN,"Visit us at stand 12.D07 , subevent P-MEC India 2025","S. G. Pharmatec is a renowned company in manufacturing of machines for Pharmaceuticals (Bulk Drug / Formulations) , Chemicals, Food & beverages, Cosmetics , Packaging Line . We cater TURNKEY projects which involves Building / Civil per cGMP/WHO norm..."
June Enterprises Pvt. Ltd.,IN,"Visit us at stand 15.A10 , subevent P-MEC India 2025","Appreciated by customers across the nation for supplying a broad array of high quality Pharmaceutical Hygiene & CleanRoom Products, June Enterprises started its operations in December 2013. In a short matter of time, the company expanded its breadth..."
Sanpure Systems Pvt. Ltd.,IN,"Visit us at stand 10.A26 , subevent P-MEC India 2025","Sanpure, is a company fully dedicated for providing custom engineered solutions for Pharmaceutical Hi-purity Water Systems and Bio Process Equipments. Sanpure specializes in bringing innovative project management solutions to its customers. With con..."
Mechmaark Filtech India Private Limited,IN,"Visit us at stand 14.B18 , subevent P-MEC India 2025","Mechmaark Equipments Pvt Ltd was established in 2009, and is a leader in HVAC products. Mechmaark is involved in different Engineering & HVAC applications like Air Filters, Thermal Insulation, Synthetic Rubber Adhesive & Pre Insulated Duct etc. Sinc..."
Moreschi Asia Doors Private Limited,IN,"Visit us at stand 14.F58 , subevent P-MEC India 2025","Moreschi Doors is an European company setup with fully fledged operations in manufacturing industrial doors at Hyderabad, India. It is a Group company of MoreschiSrl-Italy. MoreschiSrl has 50 years of experience, technology and continuous innovation..."
Spraytech Systems India Pvt. Ltd.,IN,"Visit us at stand 12.C46 , subevent P-MEC India 2025","Spraytech Systems (India) Pvt Ltd was started by Shri. Bapusaheb Kharade, in early 2000 as a Spray Nozzle Manufacturer for replacement market catering to Steel Industries. We are a supplier and manufacturer of burner nozzle, spray nozzle, stainless ..."
Rahul Packaging,IN,"Visit us at stand 12.F12 , subevent P-MEC India 2025","Rahul Enterprises, established its business in 2000 as one of the leading manufacturers and suppliers of an array of Industrial Machines. Our exclusive range includes Pump Housing, Tube Filling Machine and Single Head Tube Filling Machine. Our com..."
Analab Scientific Instruments Pvt Ltd,IN,"Visit us at stand RH.C67 , subevent P-MEC India 2025","We ANALAB take pleasure in introducing ourselves as an Vadodara (Gujarat) based organization manufacturing micro controller based Analytical Scientific Laboratory Instruments, which are used in various industries. All our instruments use state of th..."
Emco Engineering Pvt. Ltd.,IN,"Visit us at stand 12.B08 , subevent P-MEC India 2025","EMCO Engineering - We are leading manufacturers,suppliers and exporters of of superior quality mechanical transmission and engineering products such as Sprocket, Chain, Pulley, Couplings, gears etc. Since our inception, we strive to be the leading a..."
Durva Machinery,IN,"Visit us at stand 10.A29 , subevent P-MEC India 2025","Established in the year 2013, at Ahmedabad (Gujarat, India), we “Durva Machinery”, are engaged in Manufacturing, Trading and Supplying a broad assortment of excellent quality Rotary Filling Syringe, Industrial Bush, Motor Gear, Capping Machine, Liqu..."
Jetspray Innovations Pvt. Ltd.,IN,"Visit us at stand 12.C39 , subevent P-MEC India 2025","JETSPRAY INNOVATIONS PRIVATE LIMITED is the Latest Brand in the market to indigenously Innovate, design & manufacture Solutions in Process Tank Cleaning Systems, Process Sampling Systems, Atomizers & Industrial Spraying Systems. Catering to Bio-Phar..."
Daicel Chiral Technologies (India) Pvt Ltd,IN,"Visit us at stand 5.I19 , subevent CPHI India 2025","Daicel Life Sciences offers a diverse range of innovative global products and services. At CPHI Barcelona, we showcase on our Pharma Services, Pharma Standards, and ODT formulations. Pharma Services include GMP Analytical, Purification, and Synthesi..."
Croda India Company Pvt. Ltd.,IN,"Visit us at stand 8.S19 , subevent CPHI India 2025","Our Croda India operator is located in Navi Mumbai and produces a wide range of speciality chemicals. Alongside the manufacturing site, we have sales and marketing teams serving the Indian subcontinent. The site is ISO 9001 and ISO 14001 certified a..."
KOCH Pac-Systeme GmbH,DE,"Visit us at stand 15.D54 , subevent P-MEC India 2025","Trendsetter and technology leader – KOCH Pac-Systeme lives up to this claim with its medplus® brand, with realization of an individual packaging process for medical technology products, pharmaceuticals and diagnostics. With reduced material input th..."
Acutaas Chemicals Ltd,IN,"Visit us at stand 1.B07 , subevent CPHI India 2025","We, ACUTAAS CHEMICALS LIMITED, estd. 2004, are one of the largest research driven manufacturers of Pharmaceuticals Intermediates, excipients, specialty and fine chemicals located in Surat, Gujarat, India. With total manufacturing capacity of 1200+ K..."
Aquadry Pharma Pvt Ltd,IN,"Visit us at stand RH.L05 , subevent CPHI India 2025",
Neon Laboratories Ltd,IN,"Visit us at stand RH.K12 , subevent CPHI India 2025","About Us Established in 1982, Neon has earned reputation as one of the leading pharmaceutical companies in India. Over the last three decades, Neon has successfully explored new horizons in the industry with core initiatives to lead the company thr..."
ACG,IN,"Visit us at stand 11.A11 , subevent P-MEC India 2025","We know how hard it can be to get better. That's why, for sixty years, we've been getting better at helping our pharmaceutical and nutraceutical partners make people better. With a presence in 138 countries on six continents, ACG is now the world's ..."
Piramal Pharma Solutions,IN,"Visit us at stand 4.H05 , subevent CPHI India 2025","About Piramal Pharma Solutions: Piramal Pharma Solutions is a contract development and manufacturing organization (CDMO), offering end-to-end development and manufacturing solutions across the drug life cycle. We serve our clients through a globally..."
Mahima Life sciences Pvt Ltd,IN,"Visit us at stand 4.J10 , subevent CPHI India 2025","Mahima Life Sciences Pvt Ltd is one of the leading manufacturers and exporters of corticosteroids, APIs and vitamins in India. Our primary goal is to manufacture the highest quality products at competitive prices. We are prime suppliers of pharmaceu..."
Koel Colours Pvt Ltd.,IN,"Visit us at stand 6.M01 , subevent CPHI India 2025","Koel & Company was founded in 1972 primarily to serve the domestic needs of imported colours. Incorporated as Koel Colours Pvt Ltd. in 1991, it has emerged as a leading supplier of superior quality of colours for personal care & pharmaceutical indus..."
Spectrum PharmaTECH Consultants Pvt. Ltd.,IN,"Visit us at stand 12.B16 , subevent P-MEC India 2025","Spectrum PharmaTECH Consultants Pvt. Ltd. (SPECTRUM) is a knowledge based, fully integrated Architectural and Engineering firm providing state of art solutions to clients worldwide, satisfying the strictest regulatory requirements. Started in 1995, ..."
Willy A Bachofen AG,CH,"Visit us at stand 14.F36 , subevent P-MEC India 2025","WAB-GROUP® is the global expert in wet grinding technology, mixing technology and flow chemistry with its agitator bead mills (DYNO®-MILL), three-dimensional shaker mixers (TURBULA®, dyna-MIX®) and mechanochemical reactors (WAB IMPA°CT REACTOR®). WA..."
"Roy + LeClair Packaging, Inc.",CA,"Visit us at stand RH.K33 , subevent P-MEC India 2025","Roy+LeClair Packaging manufactures and supplies a wide range of pharmaceutical packaging components, including plastic bottles, closures, dispensing devices and accessories. With over 50 years of experience, we specialize in Extrusion and Injection Blow Molding to deliver high quality solutions. Known across the world for our..."
Pharmadeep Turnkey Consultants and Engineers Pvt Ltd,IN,"Visit us at stand 15.A06 , subevent P-MEC India 2025","Pharmadeep specializes in Turnkey Pharma Projects, offering cost-effective Pharma Project Engineering and Design & Build solutions from “Scratch to Batch”. We make Affordable Pharma Projects a reality while ensuring compliance with USFDA, UK MHRA, a..."
Humble HealthCaare Ltd,IN,"Visit us at stand 5.I18 , subevent CPHI India 2025","Consistent growth and sustainability is a multidimensional aspiration for all at Humble, we remain focused on providing quality and affordable medicines to billions of ailing patients across geographies and bridging the gap of unmet needs of medical..."
Arihantanam Lifecare Pvt Ltd,IN,"Visit us at stand RH.M26 , subevent CPHI India 2025","Based in Sarigram (Gujarat, India), we, Arihantanam Life Care Pvt Ltd are a trusted manufacturer, supplier and exporter of Artesunate, Sec Butyl Benzene, Isopropyl Benzene, Dihydro Artemisinin, Sterile, Hydroxocobalamine, etc. Prepared from the fine..."
Universal Lab,IN,"Visit us at stand 15.C21 , subevent P-MEC India 2025",UNIVERSAL LAB is a new kind of dissolution/laboratory equipment and consumables company. Our views are broad in our operational approach yet specific in solving a variety of problems for our customers. We look closely into the status quo within the ...
Labindia Instruments Pvt. Ltd.,IN,"Visit us at stand 15A.B73 , subevent P-MEC India 2025","Labindia Instruments With divisions in Nano Bio Process, Bioscience, and Petroleum, represents top global principals in India. Renowned for technology leadership, we provide expert sales, marketing, and service support across these industries. Amber..."
Berry Global,IN,"Visit us at stand 14.A01 , subevent P-MEC India 2025","At Berry Global Healthcare Division, we have over 50 years of history in creating a better patient experience through our unique innovations in child-resistant and senior-friendly packaging solutions, ophthalmic, nasal, and container platforms, resp..."
Bliss GVS Pharma Ltd.,IN,"Visit us at stand RH.D26 , subevent CPHI India 2025","Bliss GVS is a fast-growing Pharmaceutical Company with a proven track record of developing, manufacturing and marketing high quality pharmaceutical formulations at affordable prices for the global market. We are among the world leaders in Supposito..."
Century Pharmaceuticals Ltd,IN,"Visit us at stand 2.F34 , subevent CPHI India 2025","Century Pharmaceuticals Ltd is in the business of manufacturing APIs for over three decades. We offer various kinds of services in addition to supplies of APIs, we undertake long-term contracts for manufacturing intermediates and development of new ..."
Shreedhar Instruments,IN,"Visit us at stand 15.A31 , subevent P-MEC India 2025",SHREEDHAR GROUP was established in 1998 by qualified and experienced professionals from various fields. We are one of the leading Analytical Instruments distribution company in India. Our main aim has always been to provide technically the best solu...
M-I Enterprises (I) Pvt. Ltd. Div: Sweco India,IN,"Visit us at stand 12.F22 , subevent P-MEC India 2025",SWECO is the world leader in particle separation and size reduction solutions offering a full line of separation and grinding equipment as well as screen innovations prescribed for all markets. Navigate this site by choosing the equipment that best ...
Inos Technologies Pvt Ltd,IN,"Visit us at stand 11.D35 , subevent P-MEC India 2025","With over a decade of experience in consulting and supplying to the manufacturing industry of India, Inos Technologies enjoys a well renowned reputation for providing technological solutions in the field of Pharmaceuticals, food, logistics and warehousing industries. Inos Technologies being a dynamic solution provider, ..."
DHV Fitting Pvt. Ltd.,IN,"Visit us at stand 12.D26 , subevent P-MEC India 2025","DHV Fitting Pvt.Ltd. is a manufacturer of Flanges And Pipe Fittings in Stainless Steel, Carbon Steel & Nickel Alloys in Umbergaon, Gujarat Since 2010. We are ISO 9001-2015, PED & IBR Certified Company. We provide quality material, timely delivery at..."
Envee Drugs Pvt Ltd.,IN,"Visit us at stand 1.C24 , subevent CPHI India 2025","About ENVEE, ENVEE Drugs Pvt. Ltd., with ISO 9001-2008 and WHO GMP certifications, operates three state-of-the-art API manufacturing facilities strategically located since 1998. Our core products: Erythromycin & salts, Azithromycin, Clarithromycin,..."
Lake Chemicals Pvt. Ltd.,IN,"Visit us at stand RH.D57 , subevent CPHI India 2025","M/s Lake Chemicals Pvt. Ltd., established in 1992, is an  EU-GMP, TGA & ANVISA  approved API manufacturer based in India, specializing in  CNS  APIs.  We export to 65+ countries and are approved for Alprazolam, Clonazepam, Lorazepam, and Loperamide by the  originators  and supply to..."
Doshion Polyscience Pvt. Ltd.,IN,"Visit us at stand 6.O36 , subevent CPHI India 2025","Doshion Pharmaceutical Polymers: Doshion Polyscience has been offering a wide range of Excipients, Active Pharmaceutical Ingredients and Special Applicants to provide comprehensive as well as performance oriented solutions to our customers' world ov..."
Tempo Instruments Pvt. Ltd.,IN,"Visit us at stand 15.C60 , subevent P-MEC India 2025","TEMPO Instruments Pvt Ltd is an ISO 9001:2008 certified manufacturer of high quality and innovative Laboratory & Scientific Equipments to the global market. Major product lines include Ovens, Furnaces, incubators, Stability Chambers, Lab Refrigerato..."
National Chromotography Inco,IN,"Visit us at stand 15.B60 , subevent P-MEC India 2025","At Princeton Chromatography, it is our mission to provide our customers with a complete chromatography solution. To that end we offer the majority of our stationary phases in bulk form. Each stationary phase is available in a variety of particle siz..."
Universal Orbital Systems Pvt. Ltd.,IN,"Visit us at stand 9.A15 , subevent P-MEC India 2025","Founded in 2006 we at UNIVERSAL ORBITAL SYSTEMS PVT. LTD., are the specialists in the field of Orbital Welding Systems & Special Purpose Machines. We offer totally indigenously manufactured Closed Head Orbital welding system machines to our wide spr..."
Saimach Pharmatech Pvt. Ltd.,IN,"Visit us at stand 10.C01 , subevent P-MEC India 2025","Saimach Pharamtech Pvt Ltd is an OEM has focused in Roll Compactor Machine, Tablet Presses along with its Punches & Dies/Tablet Tools, Granulation Machines for respective technology, starting from development machineries for innovative formulations ..."
Lactose India Limited,IN,"Visit us at stand 6.P32 , subevent CPHI India 2025","Established in 1991, Lactose (India) Ltd. is a pioneering, young and innovative company, specialized in manufacturing Lactose Monohydrate and become the Asia Largest manufacturers of Pharmaceutical Grade Lactose, meets the requirements of all nation..."
Merit Organics Ltd,IN,"Visit us at stand RH.F42 , subevent CPHI India 2025","We Merit Organics Limited as a Manufacturer & Exporters of Pharmaceutical finished Formulations . We manufacture Tablets, Capsules, Topicals, Liquid Injections, Ampoules, Vials , Eye/Ear drops. We are WHO-GMP and ISO certified company, exporting to ..."
J. B. Khokhani & Co.,IN,"Visit us at stand 2.A08A , subevent CPHI India 2025","The company J. B. Khokhani & Co. was formed in 1965 with a intention to be an active supplier of Active Pharma Ingredients to the growing Pharmaceutical Industry in India. Over the period of time, due to active involvement in the Pharmaceutical ..."
Parle Global Technologies Pvt. Ltd.,IN,"Visit us at stand 9.A42 , subevent P-MEC India 2025","Parle Global Technologies Pvt. Ltd., has been serving the pharmaceutical industry for more than four decades, providing machinery, tools & engineering services. Parle products have their presence in over 69 countries globally supported by sales tea..."
Machinfabrik Industries Pvt. Ltd.,IN,"Visit us at stand 9.C47 , subevent P-MEC India 2025","Machinfabrik Industries Private Limited is a leading manufacturer of Sterilization & decontamination products & solutions for the Life Science, Hospital/Healthcare and Food Industries. Manufactured at our state-of-the- art facilities in both Navi Mu..."
Chemclone Industries,IN,"Visit us at stand 7.O03 , subevent CPHI India 2025","· Chemclone Industries - Manufacturer of Bromide derivatives Since 1991. Specialize in manufacturer of Agro intermediate, Pharma Intermediate & Api intermediate. Chemclone Industries have wide experience as Manufacturing CMO base with many MNC comp..."
